id_job,gpu_id,avgmemoryutilization_pct,avgsmutilization_pct,memoryutilization_pct_avg,pcierxbandwidth_megabytes_avg,pcietxbandwidth_megabytes_avg,totalexecutiontime_sec,powerusage_watts_avg
424199986,1,7.0,19.0,7.0,1247.0,423.0,62210.2,60.7245
424199986,0,7.0,19.0,8.0,1538.0,1438.0,62210.2,57.9259
424199986,1,7.0,19.0,7.0,1262.0,1426.0,62210.2,58.021
831628676,0,20.0,97.0,21.0,1079.0,1076.0,604845.0,85.9495
831628676,1,19.0,97.0,20.0,1060.0,1140.0,604842.0,92.0068
831628676,0,20.0,97.0,20.0,1054.0,1068.0,604846.0,90.9399
831628676,0,20.0,98.0,21.0,1088.0,1051.0,604842.0,91.2567
831628676,1,19.0,97.0,20.0,1041.0,1000.0,604846.0,87.7467
831628676,1,19.0,93.0,20.0,1034.0,1058.0,604847.0,88.6198
831628676,0,20.0,96.0,20.0,1074.0,1050.0,604847.0,89.0036
831628676,0,20.0,97.0,20.0,1057.0,1116.0,604847.0,90.1044
831628676,0,20.0,97.0,20.0,1102.0,1125.0,604844.0,93.4516
831628676,1,19.0,97.0,20.0,1107.0,1080.0,604844.0,91.1193
831628676,1,19.0,97.0,20.0,1042.0,989.0,604847.0,87.6333
831628676,1,19.0,97.0,20.0,1065.0,1119.0,604848.0,87.3006
831628676,0,20.0,97.0,20.0,1111.0,1125.0,604848.0,89.5385
831628676,1,19.0,97.0,19.0,1060.0,1094.0,604845.0,90.2587
831628676,0,20.0,97.0,20.0,1123.0,1101.0,604845.0,93.7755
831628676,1,19.0,97.0,20.0,1061.0,1029.0,604845.0,84.6171
922120820,1,30.0,97.0,31.0,1052.0,1041.0,443941.0,176.125
922120820,0,31.0,97.0,32.0,1067.0,1129.0,443941.0,183.671
922120820,0,31.0,97.0,32.0,1065.0,1055.0,443941.0,187.875
922120820,1,30.0,97.0,31.0,1085.0,1110.0,443941.0,180.847
922120820,0,31.0,97.0,32.0,1087.0,1119.0,443941.0,183.452
